party_a,party_b,Period,total_votes_shared,total_votes_agreed,weight,topic
Ny Alliance,Uden for folketingsgrupperne,65,58,55.0,0.9482758620689655,skat
Ny Alliance,Venstre,65,758,757.0,0.9986807387862797,skat
Radikale Venstre,Radikale Venstre,65,126,126.0,1.0,skat
Radikale Venstre,Socialdemokratiet,65,2757,2332.0,0.8458469350743562,skat
Radikale Venstre,Socialistisk Folkeparti,65,516,380.0,0.7364341085271318,skat
Radikale Venstre,Uden for folketingsgrupperne,65,228,125.0,0.5482456140350878,skat
Radikale Venstre,Venstre,65,2934,1500.0,0.5112474437627812,skat
Socialdemokratiet,Socialdemokratiet,65,11283,11219.0,0.994327749711956,skat
Socialdemokratiet,Socialistisk Folkeparti,65,4409,3788.0,0.8591517350873213,skat
Socialdemokratiet,Uden for folketingsgrupperne,65,1901,938.0,0.4934245134139926,skat
Socialdemokratiet,Venstre,65,24637,12172.0,0.494053659130576,skat
Socialistisk Folkeparti,Socialistisk Folkeparti,65,374,374.0,1.0,skat
Socialistisk Folkeparti,Uden for folketingsgrupperne,65,366,168.0,0.45901639344262296,skat
Socialistisk Folkeparti,Venstre,65,4643,1987.0,0.4279560628903726,skat
Uden for folketingsgrupperne,Uden for folketingsgrupperne,65,56,49.0,0.875,skat
Uden for folketingsgrupperne,Venstre,65,2016,1910.0,0.9474206349206349,skat
Venstre,Venstre,65,12662,12630.0,0.9974727531195704,skat
Danmarksdemokraterne,Danmarksdemokraterne,66,812,785.0,0.9667487684729064,skat
Danmarksdemokraterne,Dansk Folkeparti,66,6994,6858.0,0.9805547612239062,skat
Danmarksdemokraterne,Det Konservative Folkeparti,66,5432,5142.0,0.9466126656848306,skat
Danmarksdemokraterne,Enhedslisten,66,1479,402.0,0.2718052738336714,skat
Danmarksdemokraterne,Kristendemokraterne,66,530,505.0,0.9528301886792453,skat
Danmarksdemokraterne,Liberal Alliance,66,422,398.0,0.943127962085308,skat
Danmarksdemokraterne,Moderaterne,66,151,149.0,0.9867549668874173,skat
Danmarksdemokraterne,Not able to assign,66,1625,904.0,0.5563076923076923,skat
Danmarksdemokraterne,Ny Alliance,66,332,323.0,0.9728915662650602,skat
Danmarksdemokraterne,Radikale Venstre,66,4460,2889.0,0.6477578475336323,skat
